identity_key,display_ref,canonical_mt_ref,canonical_lxx_ref,total_occurrences,current_occurrences,historical_occurrences,source_kinds,sample_liturgical_places,hour_themes,patristic_homily_slug,chapter_study_slug,audio_slug,site_note
rid_f54f4e6f0b461bbf951e,Jn 6:15-21,Jn 6:15-21,Jn 6:15-21,15,15,0,copticchurch_date; katameros_cycle,The first Sunday of Amshir | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bc949a592e67e06fe07d,Jn 6:15-22,Jn 6:15-22,Jn 6:15-22,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the first week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_512f64d5b016d15871fb,Jn 6:15-23,Jn 6:15-23,Jn 6:15-23,1,1,0,agpeya,Veil Prayer | Veil Prayer | gospel,,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a7b45ccdfd7da31d2835,Jn 6:16-23,Jn 6:16-23,Jn 6:16-23,17,17,0,copticchurch_date; katameros_cycle,Sunday of the second week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d3e7713ab1d7e6e8822d,Jn 6:22-27,Jn 6:22-27,Jn 6:22-27,15,15,0,copticchurch_date; katameros_cycle,The first Sunday of Amshir | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2202eb34788c8e7396af,Jn 6:24-33,Jn 6:24-33,Jn 6:24-33,17,17,0,copticchurch_date; katameros_cycle,Sunday of the second week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2ef61bea2048178d6e23,Jn 6:27-46,Jn 6:27-46,Jn 6:27-46,7,7,0,copticchurch_date; katameros_cycle,The third Sunday of Amshir | Liturgy | Gospel || Third Sunday of Amshir | liturgy_gospel | liturgy_gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1eb2f8264b9b851f706b,Jn 6:35-45,Jn 6:35-45,Jn 6:35-45,34,34,0,copticchurch_date; katameros_cycle,Sunday of the second week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e4594bee3714f661e16b,Jn 6:35-46,Jn 6:35-46,Jn 6:35-46,17,17,0,copticchurch_date; katameros_cycle,"Sunday, Tout 18 (Feast of the Cross) | Liturgy | Gospel || Tout 18 (Feast of the Cross) | Liturgy | Gospel",the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_47d888fdd831e7aa21bc,Jn 6:47-56,Jn 6:47-56,Jn 6:47-56,17,17,0,copticchurch_date; katameros_cycle,Saturday of the third week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_95a36643f854bc923ec1,Jn 6:47-58,Jn 6:47-58,Jn 6:47-58,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Toba | Matins | Gospel,awakening to praise and repentance,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_12256d50277bd593658f,Jn 6:47-71,Jn 6:47-71,Jn 6:47-71,15,15,0,copticchurch_date; katameros_cycle,Thursday of the sixth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ae0334469b32e4bcf43f,Jn 6:5-14,Jn 6:5-14,Jn 6:5-14,28,28,0,copticchurch_date; katameros_cycle,The fifth Sunday of Baba | Liturgy | Gospel || The fifth Sunday of Kiak | Liturgy | Gospel || The fifth Sunday of Toba | Liturgy | Gospel || The fifth Sunday of Tout | Liturgy | Gospel || The second Sunday of Amshir | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_42ddf4872b3ddd16ff9a,Jn 6:54-58,Jn 6:54-58,Jn 6:54-58,34,34,0,copticchurch_date; katameros_cycle,Friday of the second week of the holy fifty days | Liturgy | Gospel,evening thanksgiving and watchfulness; the Eucharistic gathering of the Church,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_4b2d9e0383119dcb2bba,Jn 6:57-69,Jn 6:57-69,Jn 6:57-69,17,17,0,copticchurch_date; katameros_cycle,Sunday of the fourth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ba4d527396fcbea3fe59,Jn 6:70-7,Jn 6:70-7,Jn 6:70-7,1,1,0,katameros_cycle,vespers_gospel | vespers_gospel,,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8bfbec7d5f0db370c15b,Jn 6:70-7:1,Jn 6:70-7:1,Jn 6:70-7:1,16,16,0,copticchurch_date,Thursday of the fifth week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-6,jn-6,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_439bb8da895d2c372968,Jn 7:10-13,Jn 7:10-13,Jn 7:10-13,17,17,0,copticchurch_date; katameros_cycle,Saturday of the third week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1790d5304592d516abcc,Jn 7:14-24,Jn 7:14-24,Jn 7:14-24,17,17,0,copticchurch_date; katameros_cycle,Saturday of the fourth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a6a63b349b4c792d06aa,Jn 7:14-29,Jn 7:14-29,Jn 7:14-29,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the fourth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_890e497e595c54d1fd3a,Jn 7:31-36,Jn 7:31-36,Jn 7:31-36,17,17,0,copticchurch_date; katameros_cycle,Saturday of the fourth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e55e40778dc9c0f5d941,Jn 7:37-39,Jn 7:37-39,Jn 7:37-39,17,17,0,copticchurch_date; katameros_cycle,Friday of the seventh week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_a9f2fa806c29c0174118,Jn 7:37-44,Jn 7:37-44,Jn 7:37-44,17,17,0,copticchurch_date; katameros_cycle,Pentecost | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2c6593cd9a75a054ebe7,Jn 7:37-46,Jn 7:37-46,Jn 7:37-46,17,17,0,copticchurch_date; katameros_cycle,Saturday of the fifth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_bd0e2d93efb9a4cbf94b,Jn 7:39-42,Jn 7:39-42,Jn 7:39-42,17,17,0,copticchurch_date; katameros_cycle,Monday of the third week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7abf0c0a4a3c6bdfc574,Jn 7:40-53,Jn 7:40-53,Jn 7:40-53,1,1,0,katameros_cycle,vespers_gospel | vespers_gospel,,,jn-7,jn-7,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ba6542dabafac4f0846f,Jn 8:12-16,Jn 8:12-16,Jn 8:12-16,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the third week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_388d1961e4babe1f51e7,Jn 8:12-20,Jn 8:12-20,Jn 8:12-20,35,35,0,copticchurch_date; katameros_cycle; pascha_day_hour,Sunday of the third week of the holy fifty days | Vespers | Gospel,evening thanksgiving and watchfulness; the Cross and the Lord's willing suffering; the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_177da4927855516fe528,Jn 8:21-27,Jn 8:21-27,Jn 8:21-27,32,32,0,copticchurch_date; katameros_cycle,Friday of the fifth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0ad38842c158db44a98c,Jn 8:21-29,Jn 8:21-29,Jn 8:21-29,1,0,1,pascha_source_text,Tuesday | First Hour | Gospel,the beginning of the day and watchfulness,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_d5412fe9c59e9727418d,Jn 8:21-30,Jn 8:21-30,Jn 8:21-30,17,17,0,copticchurch_date; katameros_cycle,Sunday of the third week of the holy fifty days | Matins | Gospel,awakening to praise and repentance,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5c6cf711b47cc16e87c2,Jn 8:23-26,Jn 8:23-26,Jn 8:23-26,17,17,0,copticchurch_date; katameros_cycle,Wednesday of the third week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_0048d289ba747d2efffa,Jn 8:28-30,Jn 8:28-30,Jn 8:28-30,17,17,0,copticchurch_date; katameros_cycle,Thursday of the third week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_71bf10373c4c8834ed5d,Jn 8:28-42,Jn 8:28-42,Jn 8:28-42,49,49,0,copticchurch_date; katameros_cycle,Friday of the second week of Great Lent <br>(Feast of the Cross - Readings of 10th Baramhat) | Vespers | Gospel || Mesra 12 | Vespers | Gospel,evening thanksgiving and watchfulness,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8c050d495d392cf0fc67,Jn 8:31-39,Jn 8:31-39,Jn 8:31-39,33,33,0,copticchurch_date; katameros_cycle,Friday of the third week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_ce6d9bb00a81c397e3e1,Jn 8:39-42,Jn 8:39-42,Jn 8:39-42,17,17,0,copticchurch_date; katameros_cycle,Monday of the fourth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_2e2056303a4e6a49c479,Jn 8:51-55,Jn 8:51-55,Jn 8:51-55,17,17,0,copticchurch_date; katameros_cycle,Tuesday of the fourth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_6297f04e598f02483db6,Jn 8:51-59,Jn 8:51-59,Jn 8:51-59,34,34,0,copticchurch_date; katameros_cycle; pascha_day_hour,Sunday of the fourth week of the holy fifty days | Matins | Gospel,awakening to praise and repentance; the late call to repentance and mercy,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_b006963f493018fa540d,Jn 8:54-59,Jn 8:54-59,Jn 8:54-59,17,17,0,copticchurch_date; katameros_cycle,Thursday of the fourth week of the holy fifty days | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-8,jn-8,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_f6712f48f651675e2af4,Jn 9:1-38,Jn 9:1-38,Jn 9:1-38,17,17,0,copticchurch_date; katameros_cycle,The fourth Sunday of Toba | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-9,jn-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_9e69039ef067798740c7,Jn 9:1-41,Jn 9:1-41,Jn 9:1-41,17,17,0,copticchurch_date; katameros_cycle,Sunday of the sixth week of Great Lent | Liturgy | Gospel,the Eucharistic gathering of the Church,,jn-9,jn-9,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5e54f07474343f60c6a8,Job 11:1-20,Job 11:1-20,Job 11:1-20,1,1,0,katameros_cycle,prophecy | prophecy,,,job-11,job-11,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_09cc05198438a5dfaace,Job 12:1-25,Job 12:1-25,Job 12:1-25,1,1,0,katameros_cycle,prophecy | prophecy,,,job-12,job-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_7b236fc4fd0b2fc92efb,Job 12:17-13:1,Job 12:17-13:1,Job 12:17-13:1,1,0,1,pascha_source_text,Good Friday | First Hour | Prophecy,the beginning of the day and watchfulness,,job-12,job-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_1bd94b83cab75135b002,Job 12:18-13:1,Job 12:18-13:1,Job 12:18-13:1,1,1,0,pascha_day_hour,Good Friday | First Hour | OT7,the beginning of the day and watchfulness,,job-12,job-12,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_194c226ed96d82296199,Job 13:1-28,Job 13:1-28,Job 13:1-28,1,1,0,katameros_cycle,prophecy | prophecy,,,job-13,job-13,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3e96235f46cac5288beb,Job 14:1-22,Job 14:1-22,Job 14:1-22,1,1,0,katameros_cycle,prophecy | prophecy,,,job-14,job-14,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e0c7423a483f175f457b,Job 15:1-35,Job 15:1-35,Job 15:1-35,1,1,0,katameros_cycle,prophecy | prophecy,,,job-15,job-15,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_aa0b7a0d4f8b63882303,Job 16:1-17,Job 16:1-17,Job 16:1-17,1,1,0,katameros_cycle,prophecy | prophecy,,,job-16,job-16,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_3aa2028cfd5a5e6e24cb,Job 18:1-21,Job 18:1-21,Job 18:1-21,1,1,0,katameros_cycle,prophecy | prophecy,,,job-18,job-18,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_00952536c7e60965ed13,Job 19:1-26,Job 19:1-26,Job 19:1-26,1,1,0,katameros_cycle,prophecy | prophecy,,,job-19,job-19,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_e257b21fe3ae5c18cbf5,Job 1:1-22,Job 1:1-22,Job 1:1-22,2,2,0,katameros_cycle,prophecy | prophecy,,,job-1,job-1,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_5cb02cd760ba1de1281b,Job 20:1-29,Job 20:1-29,Job 20:1-29,1,1,0,katameros_cycle,prophecy | prophecy,,,job-20,job-20,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
rid_8cd300cf317fb39411e3,Job 21:1-34,Job 21:1-34,Job 21:1-34,1,1,0,katameros_cycle,prophecy | prophecy,,,job-21,job-21,Patristic homily linkage is not present in this repo and must be joined from the site corpus when George pushes.
