old_occasion,identity_key,display_ref,service_section,service_hour,slot,slot_type,presentation_duplicate_rows,specific_coptic_day_count,specific_coptic_days,source_row_ids,validated,source_of_confusion,fix
annual fixed Coptic day,rid_4a842b1c90617c4d3350,2Tim 4:1-18,liturgy_pauline,,liturgy_pauline,pauline,7,7,Abib 2; Abib 9; Babah 30; Barmuda 30; Bashans 23; Baunah 27; Hatur 20,744; 1007; 2993; 3277; 3704; 3766; 3858,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4b3431c3dfa7562abb31,1Cor 3:9-23,liturgy_pauline,,liturgy_pauline,pauline,1,1,Al-Nasi 4,4498,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_4ef964372c37948def82,Col 4:2-18,liturgy_pauline,,liturgy_pauline,pauline,3,3,Amshir 4; Babah 22; Kiyahk 18,643; 1381; 1933,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_52fb38bc354ae011f654,2Cor 12:1-12,liturgy_pauline,,liturgy_pauline,pauline,13,13,Abib 6; Babah 26; Baramhat 19; Barmuda 15; Barmuda 29; Bashans 22; Bashans 3; Baunah 1; Baunah 25; Tubah 1; Tubah 20; Tut 15; Tut 24,182; 276; 693; 1527; 1768; 2494; 2816; 2979; 3026; 3263; 3382; 3678; 3817,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_562685130a71f3ea6163,1Cor 14:1-4,liturgy_pauline,,liturgy_pauline,pauline,1,1,Tubah 3,1558,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_598f27d79e464fd1ae7f,Heb 9:1-10,liturgy_pauline,,liturgy_pauline,pauline,3,3,Baramhat 28; Bashans 9; Tut 16,195; 2611; 3103,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_5ab7a2ef3473988653ec,2Cor 4:1-4,liturgy_pauline,,liturgy_pauline,pauline,1,1,Al-Nasi 2,4478,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_67b2497331d9ece43cef,Heb 12:1-2,liturgy_pauline,,liturgy_pauline,pauline,10,10,Amshir 15; Bashans 10; Baunah 16; Baunah 30; Hatur 16; Kiyahk 11; Kiyahk 2; Mesra 8; Tubah 17; Tut 2,21; 956; 1177; 1297; 1731; 2074; 3115; 3568; 3746; 4189,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6c2449103a57f2d93626,2Tim 3:10-17,liturgy_pauline,,liturgy_pauline,pauline,24,24,Abib 2; Abib 9; Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 30; Babah 5; Babah 9; Barmuda 30; Bashans 12; Bashans 23; Bashans 28; Baunah 27; Hatur 17; Hatur 20; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Tubah 7; Tut 13; Tut 30,158; 349; 392; 420; 470; 743; 828; 970; 1006; 1021; 1159; 1345; 1605; 2056; 2110; 2228; 2992; 3142; 3276; 3341; 3703; 3765; 3857; 4261,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_6ccefd1363f399b4c944,Heb 7:18-28,liturgy_pauline,,liturgy_pauline,pauline,27,27,Abib 10; Abib 13; Al-Nasi 5; Amshir 22; Amshir 24; Babah 23; Baramhat 17; Baramhat 2; Baramhat 5; Barmuda 19; Bashans 11; Bashans 17; Bashans 27; Baunah 14; Baunah 3; Hatur 14; Hatur 23; Hatur 28; Hatur 4; Kiyahk 10; Kiyahk 19; Kiyahk 27; Mesra 11; Mesra 24; Tubah 18; Tubah 23; Tut 9,112; 655; 801; 928; 1049; 1112; 1281; 1393; 1482; 1744; 1809; 2164; 2188; 2290; 2331; 2469; 2863; 3127; 3202; 3326; 3410; 3540; 3871; 3907; 4225; 4380; 4511,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_734d1fb697841eee02a4,Heb 9:1-12,liturgy_pauline,,liturgy_pauline,pauline,5,5,Bashans 1; Baunah 21; Kiyahk 3; Mesra 16; Tubah 21,1190; 1783; 3006; 3632; 4286,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7463e86e31aa8cac9cc2,Gal 4:1-18,liturgy_pauline,,liturgy_pauline,pauline,1,1,Kiyahk 28,1495,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_77f730460755dbd4fd0b,Gal 1:1-19,liturgy_pauline,,liturgy_pauline,pauline,8,8,Abib 23; Babah 29; Baramhat 6; Hatur 27; Hatur 5; Kiyahk 16; Mesra 10; Mesra 17,732; 814; 1099; 1360; 2344; 4020; 4212; 4295,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7b02e4cc728b51e47381,Gal 6:11-18,liturgy_pauline,,liturgy_pauline,pauline,1,1,Tut 18,215,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_7b80f8ec33b49fecafd8,Eph 5:8-21,liturgy_pauline,,liturgy_pauline,pauline,24,24,Abib 1; Abib 17; Abib 28; Babah 1; Babah 6; Baramhat 15; Baramhat 26; Barmuda 11; Barmuda 25; Barmuda 6; Barmuda 8; Hatoor 10; Kiyahk 26; Mesra 15; Mesra 2; Mesra 21; Mesra 6; Tubah 24; Tubah 29; Tubah 30; Tut 10; Tut 20; Tut 29; Tut 5,59; 123; 238; 336; 362; 433; 876; 1470; 1820; 1876; 1885; 2442; 2588; 2706; 2727; 2762; 2934; 3755; 3952; 4077; 4121; 4165; 4274; 4346,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_82d5a438667253e21e4d,Eph 4:8-16,liturgy_pauline,,liturgy_pauline,pauline,1,1,Mesra 30,4454,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_841929ca36fafb1704a8,1Cor 3:1-8,liturgy_pauline,,liturgy_pauline,pauline,11,11,Abib 15; Amshir 30; Amshir 9; Bashans 14; Bashans 2; Bashans 21; Bashans 29; Baunah 24; Kiyahk 17; Mesra 3; Tut 14,172; 1371; 1995; 2266; 3016; 3170; 3253; 3355; 3668; 3932; 4131,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_889722eaaeb8ab72a4d0,Titus 2:11-15,liturgy_pauline,,liturgy_pauline,pauline,3,3,Babah 14; Baramhat 25; Tubah 11,533; 1659; 2578,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8933ad0bde373d68d9eb,Heb 12:21-39,liturgy_pauline,,liturgy_pauline,pauline,1,1,Hatur 8,854,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_8ba8ad59348fb351c1fa,Heb 11:17-27,liturgy_pauline,,liturgy_pauline,pauline,18,18,Amshir 26; Babah 21; Baramhat 23; Barmuda 5; Barmuda 7; Bashans 5; Baunah 20; Baunah 26; Baunah 9; Kiyahk 20; Kiyahk 5; Mesra 22; Mesra 4; Tubah 15; Tut 25; Tut 4; Tut 6; Tut 8,49; 70; 99; 290; 632; 1212; 1406; 1706; 2214; 2552; 2696; 2717; 3055; 3485; 3619; 3692; 4142; 4357,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_915f84e5b3e078a5a962,2Tim 4:1-22,liturgy_pauline,,liturgy_pauline,pauline,17,17,Amshir 14; Amshir 18; Amshir 27; Babah 3; Babah 5; Babah 9; Bashans 12; Bashans 28; Hatur 17; Hatur 21; Hatur 6; Kiyahk 1; Kiyahk 15; Mesra 14; Tubah 7; Tut 13; Tut 30,159; 350; 393; 421; 471; 829; 971; 1022; 1160; 1346; 1606; 2057; 2111; 2229; 3143; 3342; 4262,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_92d23c78f36802c99bba,Rom 8:18-30,liturgy_pauline,,liturgy_pauline,pauline,13,13,Abib 11; Abib 22; Amshir 13; Amshir 17; Amshir 23; Barmuda 18; Barmuda 27; Baunah 11; Kiyahk 14; Tubah 16; Tubah 27; Tut 11; Tut 22,132; 256; 1331; 1716; 1854; 2042; 2096; 2175; 2850; 2956; 3507; 3882; 4008,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_96f3ace69a48d02879e2,Phil 3:1-12,liturgy_pauline,,liturgy_pauline,pauline,2,2,Amshir 8; Tubah 6,1591; 1984,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9b6d3b88a15fb8b0e49a,Phil 4:1-9,liturgy_pauline,,liturgy_pauline,pauline,10,10,Babah 24; Barmuda 9; Bashans 13; Bashans 19; Baunah 17; Baunah 23; Baunah 5; Kiyahk 9; Mesra 25; Tubah 22,670; 1268; 1796; 2740; 3159; 3230; 3437; 3582; 3657; 4393,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_9ee6e8c4a43f7e4946ce,Heb 1:1-14,liturgy_pauline,,liturgy_pauline,pauline,3,3,Baunah 12; Hatur 12; Kiyahk 29,898; 1504; 3518,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a13b0cb28339994f2c53,Gal 3:15-29,liturgy_pauline,,liturgy_pauline,pauline,1,1,Kiyahk 28,1494,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a4bb719c3f60eca1dda0,Col 1:1-23,liturgy_pauline,,liturgy_pauline,pauline,2,2,Baramhat 21; Mesra 13,2521; 4245,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a5eea66eba2812446a0c,2Cor 11:16-33,liturgy_pauline,,liturgy_pauline,pauline,13,13,Abib 6; Babah 26; Baramhat 19; Barmuda 15; Barmuda 29; Bashans 22; Bashans 3; Baunah 1; Baunah 25; Tubah 1; Tubah 20; Tut 15; Tut 24,181; 275; 692; 1526; 1767; 2493; 2815; 2978; 3025; 3262; 3381; 3677; 3816,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a77f175c3dd215fb5581,Rom 8:14-27,liturgy_pauline,,liturgy_pauline,pauline,15,15,Abib 19; Abib 30; Baramhat 1; Baramhat 7; Barmuda 13; Barmuda 4; Baunah 10; Baunah 22; Hatur 22; Hatur 26; Mesra 20; Mesra 26; Tubah 19; Tut 27; Tut 28,315; 327; 1037; 1088; 1758; 2278; 2357; 2685; 2791; 3498; 3644; 3975; 4100; 4337; 4409,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_a9f6f39b02e31672709a,Rom 10:4-18,liturgy_pauline,,liturgy_pauline,pauline,18,18,Abib 16; Abib 18; Abib 29; Abib 5; Al-Nasi 1; Amshir 10; Amshir 21; Amshir 29; Baramhat 8; Barmuda 16; Barmuda 17; Bashans 16; Bashans 26; Hatur 18; Kiyahk 21; Kiyahk 24; Kiyahk 4; Tubah 4,984; 1200; 1417; 1446; 1569; 2005; 2151; 2255; 2367; 2829; 2840; 3189; 3313; 3806; 3942; 3962; 4087; 4465,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_b216b6fac3f7c59a7fd0,Gal 5:1,liturgy_pauline,,liturgy_pauline,pauline,1,1,Kiyahk 30,1516,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ba442d60cf6148032cbf,Titus 3:1-7,liturgy_pauline,,liturgy_pauline,pauline,3,3,Babah 14; Baramhat 25; Tubah 11,534; 1660; 2579,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_ba68661deadf64018e16,1Cor 11:1,liturgy_pauline,,liturgy_pauline,pauline,1,1,Mesra 29,4444,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bbf8de01e04d3ce0d57a,2Cor 5:1-11,liturgy_pauline,,liturgy_pauline,pauline,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,35; 85; 376; 499; 576; 759; 913; 1143; 1227; 1544; 1623; 1972; 2538; 2670; 2776; 3080; 3369; 3719; 3781; 4309,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bc547c25c3215268d62e,Rom 1:1-17,liturgy_pauline,,liturgy_pauline,pauline,5,5,Amshir 16; Hatur 11; Kiyahk 13; Mesra 7; Tut 26,301; 886; 1320; 2085; 4175,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_bc9a36cfc0f71f0b11bf,2Cor 3:12-18,liturgy_pauline,,liturgy_pauline,pauline,1,1,Al-Nasi 2,4477,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_c56c5ecd4867429784bb,1Cor 1:1-17,liturgy_pauline,,liturgy_pauline,pauline,1,1,Tubah 10,1649,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d091df2d83351ad1f101,2Cor 10:1-18,liturgy_pauline,,liturgy_pauline,pauline,13,13,Abib 21; Abib 25; Babah 10; Babah 28; Babah 4; Babah 8; Baramhat 13; Barmuda 28; Bashans 25; Hatur 19; Hatur 25; Kiyahk 8; Tubah 5,405; 456; 483; 720; 994; 1075; 1253; 1581; 2422; 2968; 3302; 3997; 4044,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d48e87fae9231ecbf09e,2Cor 4:5-18,liturgy_pauline,,liturgy_pauline,pauline,20,20,Abib 3; Amshir 7; Babah 11; Babah 17; Babah 2; Baramhat 22; Barmuda 12; Barmuda 3; Bashans 30; Bashans 7; Baunah 28; Hatur 1; Hatur 13; Hatur 30; Kiyahk 6; Mesra 18; Tubah 2; Tubah 8; Tut 3; Tut 7,34; 84; 375; 498; 575; 758; 912; 1142; 1226; 1543; 1622; 1971; 2537; 2669; 2775; 3079; 3368; 3718; 3780; 4308,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
annual fixed Coptic day,rid_d5c6b4ed8367a4bcb035,1Cor 10:25-32,liturgy_pauline,,liturgy_pauline,pauline,1,1,Mesra 29,4443,yes,katameros_cycle source_type was used as liturgical_place/occasion even though day_key/day_name carried the specific Coptic day,use day_name/day_key as liturgical_place for source_type=annual fixed Coptic day
